sale_id,order_id,sale_timestamp,product_id,quantity,staff_id
SALE-0000096,ORD-20250913-00031,13-09-2025 11:31,PROD-007,2,EMP-009
SALE-0000097,ORD-20250913-00031,13-09-2025 15:38,PROD-031,2,EMP-009
SALE-0000098,ORD-20250913-00031,13-09-2025 17:36,PROD-033,1,EMP-009
SALE-0000099,ORD-20250913-00031,13-09-2025 16:11,PROD-046,2,EMP-009
SALE-0000100,ORD-20250913-00032,13-09-2025 13:31,PROD-027,1,EMP-014
SALE-0000101,ORD-20250913-00032,13-09-2025 13:54,PROD-055,1,EMP-014
SALE-0000102,ORD-20250913-00033,13-09-2025 07:05,PROD-011,3,EMP-018
SALE-0000103,ORD-20250913-00033,13-09-2025 10:32,PROD-045,1,EMP-018
SALE-0000104,ORD-20250913-00033,13-09-2025 07:33,PROD-046,1,EMP-018
SALE-0000105,ORD-20250913-00033,13-09-2025 16:13,PROD-028,1,EMP-018
SALE-0000106,ORD-20250913-00034,13-09-2025 07:40,PROD-013,1,EMP-004
SALE-0000107,ORD-20250913-00034,13-09-2025 06:26,PROD-011,1,EMP-004
SALE-0000108,ORD-20250913-00034,13-09-2025 07:53,PROD-036,1,EMP-004
SALE-0000109,ORD-20250913-00034,13-09-2025 09:53,PROD-030,1,EMP-004
SALE-0000110,ORD-20250913-00035,13-09-2025 08:38,PROD-010,2,EMP-013
SALE-0000111,ORD-20250913-00035,13-09-2025 09:50,PROD-058,1,EMP-013
SALE-0000112,ORD-20250913-00036,13-09-2025 14:53,PROD-053,1,EMP-010
SALE-0000113,ORD-20250913-00037,13-09-2025 12:22,PROD-042,1,EMP-015
SALE-0000114,ORD-20250913-00037,13-09-2025 18:55,PROD-030,1,EMP-015
SALE-0000115,ORD-20250913-00038,13-09-2025 07:47,PROD-026,1,EMP-014
SALE-0000116,ORD-20250913-00038,13-09-2025 13:52,PROD-043,2,EMP-014
SALE-0000117,ORD-20250913-00039,13-09-2025 19:21,PROD-052,1,EMP-017
SALE-0000118,ORD-20250913-00039,13-09-2025 18:00,PROD-016,1,EMP-017
SALE-0000119,ORD-20250913-00040,13-09-2025 13:25,PROD-040,2,EMP-011
SALE-0000120,ORD-20250913-00040,13-09-2025 17:24,PROD-037,2,EMP-011
SALE-0000121,ORD-20250913-00040,13-09-2025 07:04,PROD-028,3,EMP-011
SALE-0000122,ORD-20250913-00041,13-09-2025 20:48,PROD-006,1,EMP-014
SALE-0000123,ORD-20250913-00042,13-09-2025 07:50,PROD-048,1,EMP-001
SALE-0000124,ORD-20250913-00042,13-09-2025 08:26,PROD-015,1,EMP-001
SALE-0000125,ORD-20250913-00042,13-09-2025 07:55,PROD-022,1,EMP-001
SALE-0000126,ORD-20250913-00043,13-09-2025 08:40,PROD-003,2,EMP-005
SALE-0000127,ORD-20250913-00043,13-09-2025 10:18,PROD-008,1,EMP-005
SALE-0000128,ORD-20250913-00043,13-09-2025 09:37,PROD-044,1,EMP-005
SALE-0000129,ORD-20250913-00043,13-09-2025 10:19,PROD-043,1,EMP-005
SALE-0000130,ORD-20250913-00043,13-09-2025 10:22,PROD-036,1,EMP-005
SALE-0000131,ORD-20250913-00044,13-09-2025 06:55,PROD-002,2,EMP-009
SALE-0000132,ORD-20250913-00044,13-09-2025 15:53,PROD-017,1,EMP-009
SALE-0000133,ORD-20250913-00044,13-09-2025 09:40,PROD-053,1,EMP-009
SALE-0000134,ORD-20250913-00044,13-09-2025 16:43,PROD-011,2,EMP-009
SALE-0000135,ORD-20250913-00045,13-09-2025 16:02,PROD-015,1,EMP-010
SALE-0000136,ORD-20250913-00046,13-09-2025 15:11,PROD-060,2,EMP-011
SALE-0000137,ORD-20250913-00046,13-09-2025 10:32,PROD-021,1,EMP-011
SALE-0000138,ORD-20250913-00046,13-09-2025 17:30,PROD-038,1,EMP-011
SALE-0000139,ORD-20250913-00047,13-09-2025 08:14,PROD-053,3,EMP-003
SALE-0000140,ORD-20250913-00047,13-09-2025 19:51,PROD-057,1,EMP-003
SALE-0000141,ORD-20250913-00047,13-09-2025 09:07,PROD-034,1,EMP-003
SALE-0000142,ORD-20250913-00047,13-09-2025 17:23,PROD-037,1,EMP-003
SALE-0000143,ORD-20250913-00048,13-09-2025 18:14,PROD-052,2,EMP-011
SALE-0000144,ORD-20250913-00048,13-09-2025 09:26,PROD-007,1,EMP-011
SALE-0000145,ORD-20250913-00048,13-09-2025 11:06,PROD-010,1,EMP-011
SALE-0000146,ORD-20250913-00048,13-09-2025 10:47,PROD-027,1,EMP-011
SALE-0000147,ORD-20250913-00048,13-09-2025 14:56,PROD-037,1,EMP-011
SALE-0000148,ORD-20250913-00049,13-09-2025 13:13,PROD-017,2,EMP-002
SALE-0000149,ORD-20250913-00049,13-09-2025 07:43,PROD-048,1,EMP-002
SALE-0000150,ORD-20250913-00049,13-09-2025 09:07,PROD-005,1,EMP-002
SALE-0000151,ORD-20250913-00050,13-09-2025 07:21,PROD-030,1,EMP-001
SALE-0000152,ORD-20250913-00050,13-09-2025 16:13,PROD-022,1,EMP-001
SALE-0000153,ORD-20250913-00050,13-09-2025 08:57,PROD-016,3,EMP-001
SALE-0000154,ORD-20250913-00050,13-09-2025 12:51,PROD-003,1,EMP-001
SALE-0000155,ORD-20250913-00050,13-09-2025 09:50,PROD-003,1,EMP-001
SALE-0000156,ORD-20250913-00051,13-09-2025 15:33,PROD-037,1,EMP-005
SALE-0000157,ORD-20250913-00052,13-09-2025 12:28,PROD-007,1,EMP-017
SALE-0000158,ORD-20250913-00052,13-09-2025 18:42,PROD-053,2,EMP-017
SALE-0000159,ORD-20250913-00052,13-09-2025 07:30,PROD-011,1,EMP-017
SALE-0000160,ORD-20250913-00053,13-09-2025 18:20,PROD-016,1,EMP-003
SALE-0000161,ORD-20250913-00053,13-09-2025 13:35,PROD-051,1,EMP-003
SALE-0000162,ORD-20250913-00053,13-09-2025 10:38,PROD-011,2,EMP-003
SALE-0000163,ORD-20250913-00053,13-09-2025 13:49,PROD-014,1,EMP-003
SALE-0000164,ORD-20250913-00054,13-09-2025 09:29,PROD-011,1,EMP-014
SALE-0000165,ORD-20250913-00054,13-09-2025 09:16,PROD-043,1,EMP-014
SALE-0000166,ORD-20250913-00055,13-09-2025 10:47,PROD-016,1,EMP-003
SALE-0000167,ORD-20250913-00056,13-09-2025 12:42,PROD-027,2,EMP-018
SALE-0000168,ORD-20250913-00056,13-09-2025 14:18,PROD-012,1,EMP-018
SALE-0000169,ORD-20250913-00056,13-09-2025 08:42,PROD-011,1,EMP-018
SALE-0000170,ORD-20250913-00056,13-09-2025 12:07,PROD-022,1,EMP-018
SALE-0000171,ORD-20250913-00056,13-09-2025 17:49,PROD-042,1,EMP-018
SALE-0000172,ORD-20250913-00057,13-09-2025 08:44,PROD-040,1,EMP-001
SALE-0000173,ORD-20250913-00057,13-09-2025 08:09,PROD-012,1,EMP-001
SALE-0000174,ORD-20250913-00057,13-09-2025 13:01,PROD-014,1,EMP-001
SALE-0000175,ORD-20250913-00058,13-09-2025 08:19,PROD-008,2,EMP-011
SALE-0000176,ORD-20250913-00058,13-09-2025 08:48,PROD-008,1,EMP-011
SALE-0000177,ORD-20250913-00058,13-09-2025 13:31,PROD-018,1,EMP-011
SALE-0000178,ORD-20250913-00058,13-09-2025 11:22,PROD-054,1,EMP-011
SALE-0000179,ORD-20250913-00059,13-09-2025 08:38,PROD-036,2,EMP-002
SALE-0000180,ORD-20250913-00059,13-09-2025 16:48,PROD-012,1,EMP-002
SALE-0000181,ORD-20250913-00059,13-09-2025 15:11,PROD-055,1,EMP-002
SALE-0000182,ORD-20250913-00060,13-09-2025 07:55,PROD-003,1,EMP-012
SALE-0000183,ORD-20250913-00060,13-09-2025 07:20,PROD-049,1,EMP-012
SALE-0000184,ORD-20250913-00060,13-09-2025 10:07,PROD-040,1,EMP-012
SALE-0000185,ORD-20250913-00060,13-09-2025 18:29,PROD-025,1,EMP-012
SALE-0000186,ORD-20250913-00060,13-09-2025 17:15,PROD-047,1,EMP-012
SALE-0000187,ORD-20250913-00061,13-09-2025 08:49,PROD-011,1,EMP-011
SALE-0000188,ORD-20250913-00061,13-09-2025 08:49,PROD-016,1,EMP-011
SALE-0000189,ORD-20250913-00061,13-09-2025 08:12,PROD-057,1,EMP-011
SALE-0000190,ORD-20250913-00062,13-09-2025 18:40,PROD-051,1,EMP-006
SALE-0000191,ORD-20250913-00063,13-09-2025 17:40,PROD-008,1,EMP-011
SALE-0000192,ORD-20250913-00063,13-09-2025 13:50,PROD-025,1,EMP-011
SALE-0000193,ORD-20250913-00063,13-09-2025 09:28,PROD-036,1,EMP-011
SALE-0000194,ORD-20250913-00063,13-09-2025 17:54,PROD-041,1,EMP-011
SALE-0000195,ORD-20250913-00064,13-09-2025 18:47,PROD-029,1,EMP-018
SALE-0000196,ORD-20250913-00064,13-09-2025 10:09,PROD-040,3,EMP-018
SALE-0000197,ORD-20250913-00064,13-09-2025 07:41,PROD-052,3,EMP-018
SALE-0000198,ORD-20250913-00064,13-09-2025 12:39,PROD-028,1,EMP-018
SALE-0000199,ORD-20250913-00064,13-09-2025 16:43,PROD-040,1,EMP-018
SALE-0000200,ORD-20250913-00065,13-09-2025 13:18,PROD-059,2,EMP-018
SALE-0000201,ORD-20250913-00066,13-09-2025 12:09,PROD-053,1,EMP-003
SALE-0000202,ORD-20250913-00066,13-09-2025 10:38,PROD-019,1,EMP-003
SALE-0000203,ORD-20250913-00066,13-09-2025 13:21,PROD-058,1,EMP-003
SALE-0000204,ORD-20250913-00067,13-09-2025 09:23,PROD-029,1,EMP-017
SALE-0000205,ORD-20250913-00067,13-09-2025 16:12,PROD-024,1,EMP-017
SALE-0000206,ORD-20250913-00067,13-09-2025 17:06,PROD-041,1,EMP-017
SALE-0000207,ORD-20250913-00067,13-09-2025 09:49,PROD-049,1,EMP-017
SALE-0000208,ORD-20250913-00068,13-09-2025 14:02,PROD-055,1,EMP-006
SALE-0000209,ORD-20250913-00068,13-09-2025 10:18,PROD-032,1,EMP-006
SALE-0000210,ORD-20250913-00069,13-09-2025 19:50,PROD-014,1,EMP-010
SALE-0000211,ORD-20250913-00069,13-09-2025 18:28,PROD-026,1,EMP-010
SALE-0000212,ORD-20250913-00070,13-09-2025 16:51,PROD-034,1,EMP-006
SALE-0000213,ORD-20250913-00070,13-09-2025 11:23,PROD-041,2,EMP-006
SALE-0000214,ORD-20250913-00070,13-09-2025 09:48,PROD-058,1,EMP-006
SALE-0000215,ORD-20250913-00070,13-09-2025 10:58,PROD-025,2,EMP-006
SALE-0000216,ORD-20250913-00071,13-09-2025 10:23,PROD-008,1,EMP-002
SALE-0000217,ORD-20250913-00071,13-09-2025 07:59,PROD-020,1,EMP-002
SALE-0000218,ORD-20250913-00071,13-09-2025 08:18,PROD-010,1,EMP-002
SALE-0000219,ORD-20250913-00071,13-09-2025 10:39,PROD-001,1,EMP-002
SALE-0000220,ORD-20250913-00072,13-09-2025 18:38,PROD-057,1,EMP-018
SALE-0000221,ORD-20250913-00072,13-09-2025 09:03,PROD-052,1,EMP-018
SALE-0000222,ORD-20250913-00073,13-09-2025 06:32,PROD-016,1,EMP-018
SALE-0000223,ORD-20250913-00073,13-09-2025 06:22,PROD-021,1,EMP-018
SALE-0000224,ORD-20250913-00073,13-09-2025 07:23,PROD-045,1,EMP-018
SALE-0000225,ORD-20250913-00073,13-09-2025 20:35,PROD-046,1,EMP-018
SALE-0000226,ORD-20250913-00074,13-09-2025 09:01,PROD-025,1,EMP-012
SALE-0000227,ORD-20250913-00074,13-09-2025 13:06,PROD-020,1,EMP-012
SALE-0000228,ORD-20250913-00074,13-09-2025 09:21,PROD-057,1,EMP-012
SALE-0000229,ORD-20250913-00074,13-09-2025 20:30,PROD-016,1,EMP-012
SALE-0000230,ORD-20250913-00075,13-09-2025 09:02,PROD-007,1,EMP-002
SALE-0000231,ORD-20250913-00075,13-09-2025 09:25,PROD-034,1,EMP-002
SALE-0000232,ORD-20250913-00075,13-09-2025 13:18,PROD-002,2,EMP-002
SALE-0000233,ORD-20250913-00075,13-09-2025 09:07,PROD-049,1,EMP-002
SALE-0000234,ORD-20250913-00076,13-09-2025 19:31,PROD-057,1,EMP-011
SALE-0000235,ORD-20250913-00076,13-09-2025 16:46,PROD-021,1,EMP-011
SALE-0000236,ORD-20250913-00076,13-09-2025 09:05,PROD-028,1,EMP-011
SALE-0000237,ORD-20250913-00076,13-09-2025 14:10,PROD-046,1,EMP-011
SALE-0000238,ORD-20250913-00077,13-09-2025 09:50,PROD-049,1,EMP-014
SALE-0000239,ORD-20250913-00077,13-09-2025 16:43,PROD-024,1,EMP-014
SALE-0000240,ORD-20250913-00077,13-09-2025 13:28,PROD-031,1,EMP-014
SALE-0000241,ORD-20250913-00078,13-09-2025 10:36,PROD-053,1,EMP-012
SALE-0000242,ORD-20250913-00078,13-09-2025 10:28,PROD-016,1,EMP-012
SALE-0000243,ORD-20250913-00078,13-09-2025 10:41,PROD-011,1,EMP-012
SALE-0000244,ORD-20250913-00079,13-09-2025 11:58,PROD-034,1,EMP-016
SALE-0000245,ORD-20250913-00079,13-09-2025 08:39,PROD-046,1,EMP-016
SALE-0000246,ORD-20250913-00080,13-09-2025 10:57,PROD-008,1,EMP-003
SALE-0000247,ORD-20250913-00080,13-09-2025 19:20,PROD-012,1,EMP-003
SALE-0000248,ORD-20250913-00081,13-09-2025 17:45,PROD-013,1,EMP-010
SALE-0000249,ORD-20250913-00081,13-09-2025 11:07,PROD-017,1,EMP-010
SALE-0000250,ORD-20250913-00081,13-09-2025 07:35,PROD-060,1,EMP-010
SALE-0000251,ORD-20250913-00082,13-09-2025 09:45,PROD-050,1,EMP-003
SALE-0000252,ORD-20250913-00083,13-09-2025 07:20,PROD-052,1,EMP-003
SALE-0000253,ORD-20250913-00083,13-09-2025 09:56,PROD-056,1,EMP-003
SALE-0000254,ORD-20250913-00083,13-09-2025 19:27,PROD-002,1,EMP-003
SALE-0000255,ORD-20250913-00083,13-09-2025 11:19,PROD-031,1,EMP-003
SALE-0000256,ORD-20250913-00083,13-09-2025 18:57,PROD-018,1,EMP-003
SALE-0000257,ORD-20250913-00084,13-09-2025 07:19,PROD-058,1,EMP-009
SALE-0000258,ORD-20250913-00084,13-09-2025 12:37,PROD-040,1,EMP-009
SALE-0000259,ORD-20250913-00084,13-09-2025 12:52,PROD-007,2,EMP-009
SALE-0000260,ORD-20250913-00084,13-09-2025 16:16,PROD-051,1,EMP-009
SALE-0000261,ORD-20250913-00084,13-09-2025 13:31,PROD-019,1,EMP-009
SALE-0000262,ORD-20250913-00085,13-09-2025 08:51,PROD-052,1,EMP-016
SALE-0000263,ORD-20250913-00085,13-09-2025 07:28,PROD-029,1,EMP-016
SALE-0000264,ORD-20250913-00085,13-09-2025 08:55,PROD-048,3,EMP-016
SALE-0000265,ORD-20250913-00086,13-09-2025 11:06,PROD-011,1,EMP-012
SALE-0000266,ORD-20250913-00086,13-09-2025 08:06,PROD-049,2,EMP-012
SALE-0000267,ORD-20250913-00087,13-09-2025 19:57,PROD-056,1,EMP-008
SALE-0000268,ORD-20250913-00087,13-09-2025 08:10,PROD-043,1,EMP-008
SALE-0000269,ORD-20250913-00087,13-09-2025 09:01,PROD-041,1,EMP-008
SALE-0000270,ORD-20250913-00087,13-09-2025 08:37,PROD-036,1,EMP-008
SALE-0000271,ORD-20250913-00088,13-09-2025 12:54,PROD-018,1,EMP-010
SALE-0000272,ORD-20250913-00088,13-09-2025 16:23,PROD-051,1,EMP-010
SALE-0000273,ORD-20250913-00088,13-09-2025 09:18,PROD-052,1,EMP-010
SALE-0000274,ORD-20250913-00088,13-09-2025 09:39,PROD-015,3,EMP-010
SALE-0000275,ORD-20250913-00089,13-09-2025 16:21,PROD-010,1,EMP-012
SALE-0000276,ORD-20250913-00089,13-09-2025 11:32,PROD-016,1,EMP-012
SALE-0000277,ORD-20250913-00089,13-09-2025 16:33,PROD-058,1,EMP-012
SALE-0000278,ORD-20250913-00089,13-09-2025 18:20,PROD-051,1,EMP-012
SALE-0000279,ORD-20250913-00090,13-09-2025 11:32,PROD-056,1,EMP-011
SALE-0000280,ORD-20250913-00090,13-09-2025 16:23,PROD-027,1,EMP-011
SALE-0000281,ORD-20250913-00090,13-09-2025 16:46,PROD-001,1,EMP-011
SALE-0000282,ORD-20250913-00091,13-09-2025 14:37,PROD-049,1,EMP-008
SALE-0000283,ORD-20250913-00091,13-09-2025 13:02,PROD-006,1,EMP-008
SALE-0000284,ORD-20250913-00091,13-09-2025 10:26,PROD-029,1,EMP-008
SALE-0000285,ORD-20250913-00092,13-09-2025 17:47,PROD-016,1,EMP-016
SALE-0000286,ORD-20250913-00092,13-09-2025 12:42,PROD-020,2,EMP-016
SALE-0000287,ORD-20250913-00092,13-09-2025 10:34,PROD-034,1,EMP-016
SALE-0000288,ORD-20250913-00092,13-09-2025 08:15,PROD-031,2,EMP-016
SALE-0000289,ORD-20250913-00092,13-09-2025 20:49,PROD-037,1,EMP-016
SALE-0000290,ORD-20250913-00093,13-09-2025 18:50,PROD-011,1,EMP-018
SALE-0000291,ORD-20250913-00093,13-09-2025 12:57,PROD-010,1,EMP-018
SALE-0000292,ORD-20250913-00093,13-09-2025 09:45,PROD-052,1,EMP-018
SALE-0000293,ORD-20250913-00094,13-09-2025 08:34,PROD-018,1,EMP-007
SALE-0000294,ORD-20250913-00094,13-09-2025 13:37,PROD-058,1,EMP-007
SALE-0000295,ORD-20250913-00094,13-09-2025 08:06,PROD-054,1,EMP-007
SALE-0000296,ORD-20250913-00094,13-09-2025 16:00,PROD-024,1,EMP-007
SALE-0000297,ORD-20250913-00095,13-09-2025 13:48,PROD-053,1,EMP-016
SALE-0000298,ORD-20250913-00095,13-09-2025 16:41,PROD-055,1,EMP-016
SALE-0000299,ORD-20250913-00095,13-09-2025 18:58,PROD-021,2,EMP-016
SALE-0000300,ORD-20250913-00095,13-09-2025 07:53,PROD-013,2,EMP-016
SALE-0000301,ORD-20250913-00096,13-09-2025 06:36,PROD-040,1,EMP-002
SALE-0000302,ORD-20250913-00096,13-09-2025 20:34,PROD-015,2,EMP-002
SALE-0000303,ORD-20250913-00096,13-09-2025 10:12,PROD-021,1,EMP-002
SALE-0000304,ORD-20250913-00097,13-09-2025 06:21,PROD-029,1,EMP-006
SALE-0000305,ORD-20250913-00097,13-09-2025 17:57,PROD-041,1,EMP-006
SALE-0000306,ORD-20250913-00097,13-09-2025 10:06,PROD-043,1,EMP-006
SALE-0000307,ORD-20250913-00098,13-09-2025 09:15,PROD-020,1,EMP-001
SALE-0000308,ORD-20250913-00098,13-09-2025 14:00,PROD-017,1,EMP-001
SALE-0000309,ORD-20250913-00099,13-09-2025 09:25,PROD-036,1,EMP-015
SALE-0000310,ORD-20250913-00100,13-09-2025 13:14,PROD-032,1,EMP-012
SALE-0000311,ORD-20250913-00100,13-09-2025 12:26,PROD-037,1,EMP-012
SALE-0000312,ORD-20250913-00100,13-09-2025 16:52,PROD-059,2,EMP-012
SALE-0000313,ORD-20250914-00101,14-09-2025 12:23,PROD-006,1,EMP-015
SALE-0000314,ORD-20250914-00101,14-09-2025 12:32,PROD-010,1,EMP-015
SALE-0000315,ORD-20250914-00101,14-09-2025 17:28,PROD-056,1,EMP-015
SALE-0000316,ORD-20250914-00101,14-09-2025 18:28,PROD-016,1,EMP-015
